"id";"year";"content";"number";"hassorted"
382;2005;"尽管中国长期积极倡导在南海海域的共同开发,并促成中国海洋总石油公司与菲律宾国家石油公司于2004年9月1日签署“就南中国海中菲部分争议海域开展联合海洋地震工作协议”,又于2005年3月14日促成中、菲、越三国石油公司在马尼拉签署“在南海协议区三方联合海洋地震工作协议”,但这两个协议均无果而终。";"838";382
383;2005;"在2005年4月签署的联合声明中,双方对中菲越三国石油公司签订南海联合海洋地震工作协议表示欢迎。";"436";383
384;2006;"仲裁庭无视中菲南海争议的实质是领土争议并构成海域划界不可分割的组成部分,无视中菲双方已经选择通过双边谈判解决有关争议的共识,无视中国政府于2006年依据《公约》作出的排除性声明,完全不顾南海区域相关国家谈判解决争端的普遍愿望,完全不顾中国和相关国家为解决南海有关争端问题所作的努力和达成的共识,没有充分认识到菲律宾提起仲裁的行为违反了《南海各方行为宣言》所确定的和平解决争端的有关规定,滥用《公约》规定的仲裁程序,侵犯中方自行选择争端解决方式的权利。";"297";384
385;2006;"对黄岩岛法律地位的认定,直接关系到中、菲两国在黄岩岛海域的划界问题,属于中国2006年书面声明所排除的范围。";"423";385
386;2006;"在实体主张方面,菲律宾未直接要求仲裁庭解决中菲间存在的岛礁归属和海洋划界纠纷,而是要求仲裁庭对南海部分岛礁的法律地位进行判定、肯定菲律宾享有的海洋权利,以解释《公约》内容为幌子取得仲裁庭初步管辖权,企图绕开2006年8月25日中国向联合国秘书长提交的就《公约》第298条第1款(a)、(b)和(c)项所述的任何争端不接受《公约》第15部分第2节规定的任何国际司法或仲裁管辖的声明(以下简称“2006年排除管辖声明”)。";"417";386
387;2007;"2007年,菲律宾担任东盟轮值主席国,主持召开了东盟外长会议和东盟地区论坛,因此在当年南海问题不仅成为这两个会议的讨论内容,而且在会后发布的联合公报与主席声明中也有较大篇幅的描述。";"99";387
388;2007;"中国自2007年以来在南海地区的一系列“强势作为”均与其海军有关。";"541";388
389;2007;"这种独特的结构性依赖不仅说明中国南海的地缘经济处于明显的边缘地位,而且由于其出口贸易的持续增长主要是靠数量扩张而不是靠质量优势来维系的,所以中国南海的地缘经济容易受到外在经济动荡的直接冲击,典型的例子是1998年的亚洲金融危机和2007年美国次贷危机引发的世界性金融危机都在贸易、投资、汇率等方面对中国南海的地缘经济形成了直接或间接的冲击,加剧了中国南海地缘经济的脆弱性。";"676";389
390;2007;"为了保护这些利益,美国在南海地区也相应地采取了一系列遏制政策,包括:(1)加大介入的力度,防止中国成为南海地区占支配性地位的大国,特别是利用1998年亚洲金融危机和2007年美国次贷危机引发的世界性金融海啸的契机采取“附带政治条件的经济援助”的手段迫使东南亚国家开放资本市场、取消国家补贴,并按照自由市场模式改革金融体制,为美国占领南海周边地区市场和取得在政治上的主导权创造条件;(2)继续保持和加强在南海地区的军事存在。";"679";390
391;2007;"持干涉主张的学者和官员对美国南海政策影响日益增加的同时,西方主流媒体对2007年以来中国在南海地区各种措施不尽公允的报导,树立了中国南海政策过于强势的形象,其关于中国强势政策是导致南海地区局势紧张根本原因的观点也在客观上增加了美国积极介入南海事务的动力。";"733";391
392;2007;"①中国自2007年以来在南海地区所采取的一系列“强势作为”,包括执行南海禁渔令,向南海海底投放主权标志,向计划在南海进行油气资源探勘的外国石油公司施压,以及在南海举行军演等行为均与中国海军现代化有直接或间接的关系。";"742";392
393;2007;"2007年11月,中国政府批准在海南省设立县级的三沙市,③直接管辖西沙、南沙及中沙三个群岛。";"918";393
394;2007;"2007年1月,中国在南海西沙群岛的领海基点设置标志物后,越南表示严正抗议,指责中国侵犯越南主权,并表示中国设置的标志物无效。";"917";394
395;2007;"菲律宾方面:2007年3月,时任菲律宾国防部长的伊布达尼及其他高层军事人员亲自运送一套组装式净水设备到被菲律宾强占的南沙群岛中业岛(Pagasa),为岛上驻军提供固定的饮用水来源。";"914";395
396;2007;"2007年4月,越南租用了俄罗斯“波利什科夫院士”号勘测船,在越南5艘武装舰船的护卫下,在北至西沙、中沙南部、南至万安滩、东至越南领海基线算起350海里范围内的海域,实施拉网式的海洋地质调查。";"866";396
397;2007;"2007年4月,中国外交部提出抗议后,BP公司暂停在5.2区的地震勘探(该区在越南与南沙群岛之间,距离海岸约370公里),说是给两国政府一个“解决问题”的机会。";"871";397
398;2007;"2007年4月,越南在南沙群岛举行所谓的“国会代表”选举,并于2007年5月17日完成了投票。";"905";398
399;2007;"2007年4月,越南单方面启动与英国石油公司(BP)在南沙争议海域建设天然气田和管道的计划。";"911";399
400;2007;"2007年5月14日,居住在菲律宾宣称拥有主权的南沙群岛卡拉雅安(Ka-layaan)岛群的247位已注册选民,在菲律宾国会中期选举中完成投票。";"907";400
401;2007;"在2007年6月,越南出动了30余艘武装船只,对中国中石油集团在西沙海域实施海洋工程调查的作业船进行围堵和阻截,双方船只在海上形成对峙。";"867";401
402;2008;"2008年初,《远东经济评论》(FarEasternEconomicReview)刊登了一篇题为《菲律宾在南海的拙劣行径》的文章。";"288";402
403;2008;"2008年国民党重新执政以来,南海政策的总体思路回到1994年的政策轨道上,态度开始积极起来,不断重申“中华民国”对南海的“主权“与共同开发的立场,对一些涉及主权争端的具体事件,如菲律宾、马来西亚等国的挑衅,台湾地区“外交部”也都提出严重抗议。";"575";403
404;2008;"①有关资料显示,截至2008年,越南已从南沙开采了逾１亿吨石油、1.5万亿立方米天然气,获利250多亿美元。";"669";404
405;2008;"在2008年10月签署的中越联合声明中,双方第一次提及要按照包括1982年《联合国海洋法公约》在内的国际法所确认的法律制度和原则处理南海问题,越方还表示愿意在油气勘探、海洋环保、海洋科研、海上搜救及打击海盗等方面同中国合作。";"430";405
406;2008;"日本在2008年11月12日提交了如下七个不同地区的外大陆架:南九州—帕劳隆起地带、南硫黄岛地带、南鸟岛地带、茂木海底山地带、小笠原群岛高原地带、南冲大东岛隆起地带和四国山地地带。";"862";406
407;2008;"2008年1月11日,菲律宾众议院黎敏尼舍曾表示,菲律宾与中国同意在南海争议区域内设置一个捕鱼区,希望以此来减少该地区的紧张局势。";"879";407
408;2008;"2008年2月19日,作为国民党“总统候选人”的马英九公布“海洋政策”②,重申了台湾对东海和南海的主权,指出南海诸岛为“中华民国”固有领土,表示愿意和周边地区共同开发海洋资源,还希望与大陆及日本进行渔业谈判。";"517";408
409;2008;"2008年7月20日,越南又与美国石油公司埃克森—美孚达成一项油气初步勘探合作协议,其勘探地点就位于南沙中越争议的海域。";"872";409
410;2008;"2008年7月20日,越南与埃克森-美孚达成一项油气初步勘探合作协议,勘探地点恰好位于南海的中越争端海域。";"912";410
411;2008;"2008年8月11日,时任马来西亚国防部长的纳吉布率领约80名马来西亚记者登上南沙群岛燕子岛,并对该岛宣示主权。";"908";411
412;2009;"自《南海各方行为宣言》实施后,2009年南海地区安全形势再度出现紧张局面,制定“南海地区行为准则”的呼声再次出现,东盟以“集团方式”介入南海问题表现得更为显著。";"89";412
413;2009;"2009年以来,南海问题中区域外大国因素不断增强,越南、菲律宾等国鼓吹“南海地区行为准则”的声势也随之日渐高涨,南海问题面临着进一步“东盟化”的危险。";"94";413
414;2009;"尽管相关国家各自对南海岛礁及附属海域提出主权的根据存在冲突,范围存在重叠,但自2009年以来,以东盟为地区平台,加上域外国家的推波助澜,越南、菲律宾等国联合制华的趋势明显,在加强对南海断续线的关注和研究的同时,还先后颁布了海洋法或相关行政条例等,意在固化各自在南海的主权主张,同时为今后将争议提交国际法庭或是进行政治谈判积累重要证据。";"113";414
415;2009;"2009年以来,南海断续线引起了西方学者的高度关注,他们多从国际关系角度入手,研究议题逐渐集中于两方面:一是南海的航行自由与安全问题,二是中国外交政策的走向。";"115";415
416;2009;"2001年南海“撞机事件”和2009年“无瑕号事件”凸显了中美对于专属经济区管辖权的认知分歧,美国提升了对南海航行自由权的关注,而南海断续线附图的公布,进一步加强了美国的猜测和疑虑。";"116";416
417;2009;"较之国际社会对南海断续线的高度关注与争议,以及由此引发的周边国家与域外国家的外交举措,中国在2009年公布断续线后,官方至今没有后续的解释或行动,这在客观上造成了外界对中国在南海问题上采取模糊战略的误读,更重要的是,这实际反映了中国对断续线“外溢效应”的认知不足,以及关于解决南海问题的战略缺失。";"124";417
418;2009;"菲律宾不顾周边国家反对,于2009年单方面通过《领海基线法》并将8处有争议的南海岛礁划为其领土的行为,不过是单边主义日趋泛滥的冰山一角。";"125";418
419;2009;"实际上,近年来,越南、菲律宾和马来西亚等有关国家为防止“各自为战”以至被“各个击破”,在与中国对阵时,开始形成东盟国家联合对付中国的趋势,马来西亚《吉隆坡安全评论》2009年就曾鼓吹成立“南沙利益集团”与中国对抗。";"137";419
